SampleID	P(alleged label)	P(second best)	P(alleged label)-P(second best)
PC.636	0	0.218390804597701	-0.218390804597701
PC.481	0	0.255813953488372	-0.255813953488372
PC.354	0	0.218579234972678	-0.218579234972678
PC.635	0	0.191489361702128	-0.191489361702128
PC.593	0	0.174418604651163	-0.174418604651163
PC.356	0	0.283870967741935	-0.283870967741935
PC.355	0	0.226190476190476	-0.226190476190476
PC.607	0	0.151832460732984	-0.151832460732984
PC.634	0	0.25625	-0.25625
