	PC.636	PC.481	PC.354	PC.635	PC.593	PC.356	PC.355	PC.607	PC.634
PC.636	0.0	0.632987837391	0.74199258738	0.574963279612	0.727084063105	0.723718664532	0.667752014203	0.699026191429	0.551660502519
PC.481	0.632987837391	0.0	0.5743960451	0.650053902544	0.635948534907	0.656854476429	0.609161944229	0.660143569154	0.664312934896
PC.354	0.74199258738	0.5743960451	0.0	0.68957574378	0.572831252583	0.604612313332	0.586792478521	0.71647784913	0.770913321816
PC.635	0.574963279612	0.650053902544	0.68957574378	0.0	0.731911950473	0.690549478692	0.716262768883	0.630459228753	0.570930403674
PC.593	0.727084063105	0.635948534907	0.572831252583	0.731911950473	0.0	0.710793902841	0.654166926127	0.695067658052	0.745825442065
PC.356	0.723718664532	0.656854476429	0.604612313332	0.690549478692	0.710793902841	0.0	0.591869697514	0.722367946599	0.758177320677
PC.355	0.667752014203	0.609161944229	0.586792478521	0.716262768883	0.654166926127	0.591869697514	0.0	0.741006249886	0.713021612574
PC.607	0.699026191429	0.660143569154	0.71647784913	0.630459228753	0.695067658052	0.722367946599	0.741006249886	0.0	0.705263991971
PC.634	0.551660502519	0.664312934896	0.770913321816	0.570930403674	0.745825442065	0.758177320677	0.713021612574	0.705263991971	0.0
